University,latitude,longitude,Foundedin,incomegroup,Number of Student
La Ci��Nega University,20.3440594,-103.0455173,2003.0,Upper middle income,9347
La Conscation College - Facing,14.7443812,121.0271488,1995.0,Lower middle income,28737
La Consolacion College - Bacolod,10.6708829,122.9478408,1912.0,Lower middle income,62428
La Consolacion College - Bi��An,14.3265075,121.0777893,1985.0,Lower middle income,33686
La Consolacion College - Caloocan,14.651871,120.972692,1940.0,Lower middle income,41390
La Consolacion College - Daet,14.1116086,122.9560839,1948.0,Lower middle income,14180
La Consolacion College - Iriga City,13.4201987,123.4130502,1949.0,Lower middle income,40867
La Consolacion College - Liloan,10.3998518,124.0002817,1965.0,Lower middle income,39455
La Consolacion College - Manila,14.597243,120.9930466,1956.0,Lower middle income,40596
La Consolacion College - Pasig,14.5678666,121.0955143,1993.0,Lower middle income,28764
La Consolacion College - Tanauan,14.085634,121.1534125,1948.0,Lower middle income,40924
La Grace University Advanced Technicians School Of Benin,6.3725639,2.462135,2003.0,Lower middle income,13594
La Gran Colombia University,4.62977,-74.06779,1953.0,Upper middle income,109247
La Gran Colombia University - Armenia Branch,4.5391636,-75.6667197,1971.0,Upper middle income,24201
La Molina National University Of Agriculture,-12.0817493,-76.9431895,1902.0,Upper middle income,64045
La Paz University Institute,-16.5005605,-68.1342962,1987.0,Upper middle income,29638
La Rochelle University,46.1476461,-1.1549415,1993.0,High income,41311
La Salle College - Victories,43.6827688,-79.3979788,1980.0,Lower middle income,35486
La Salle University - La Salle University Cuernavaca,18.952035,-99.2327493,1991.0,Upper middle income,11705
La Salle University - Of Salle Bajio University Campus Salamanca,20.5497246,-101.2263353,1988.0,Upper middle income,12783
La Tansa Mashiro College Of Economics,-6.3445227,106.2521662,1991.0,Upper middle income,5494
La Union College Of Nursing,16.6278098,120.3250897,2003.0,Lower middle income,24253
La Union College Of Science And Technology,16.525611,120.327297,2002.0,Lower middle income,22440
Laak Institute Foundation,7.842546,125.8115196,2006.0,Lower middle income,20135
Labuhan Batu College Of Economics,2.0819881,99.8527212,1998.0,Upper middle income,6170
Labuhan Batu College Of Law,2.082064,99.8535017,2000.0,Upper middle income,6164
Labuhan Batu Islamic University,2.0799679,99.8413068,1998.0,Upper middle income,6585
Labuhanbatu Islamic University,2.0799679,99.8413068,1998.0,Upper middle income,6585
Lac Hong University,10.9626543,106.7897286,1997.0,Lower middle income,70033
Lacson College,14.5557806,120.9959435,1938.0,Lower middle income,41510
Lady Of Lourdes Hospital And Colleges Of Caybiga,14.7191659,121.0067088,2004.0,Lower middle income,22440
Lady Of Pe��Afrancia College,14.123181,122.9634033,1983.0,Lower middle income,30665
Laghman University,34.7041932,70.201104,2010.0,Low income,5353
Lagos State University,6.4696511,3.2008727,1983.0,Lower middle income,166411
Lagrange College,33.0384447,-85.0433441,1831.0,High income,12324
Lagrange Institute Of Higher Studies,19.4150544,-99.1804805,1987.0,Upper middle income,32346
Laguna College,14.0724952,121.3261566,1923.0,Lower middle income,42406
Laguna College Of Business And Arts,14.210664,121.162031,1930.0,Lower middle income,48663
Laguna Northwestern College,14.3668946,121.0531612,1978.0,Lower middle income,35563
Laguna Santiago Educational Foundation,14.2835795,121.4142415,1947.0,Lower middle income,40984
Laguna Science And Technology College,14.3368902,121.0761274,1984.0,Lower middle income,33716
Laguna State Polytechnic University,14.083093,121.312231,1952.0,Lower middle income,20121
Laguna University,14.257008,121.405192,2006.0,Lower middle income,31608
Lahore College For Women University,31.5436644,74.3270078,1922.0,Lower middle income,25509
Lahore School Of Economics,31.5024978,74.4749464,1993.0,Lower middle income,7905
Lahore University Of Management Sciences,31.4708499,74.4094777,1985.0,Lower middle income,13515
Laikipia University,0.0291406,36.2746572,1929.0,Lower middle income,20118
Lake Forest College,42.2503467,-87.8286142,1857.0,High income,19673
Lake Forest Graduate School Of Management,42.0437469,-88.0461002,1846.0,High income,5252
Lake Lanao College,7.998105,124.2808397,2003.0,Lower middle income,22439
Lakehead University,48.420957,-89.2621479,1946.0,High income,72219
Lakeland College,53.3491288,-110.8728214,1973.0,High income,10067
Lakidende University Of Unahaa,-3.8707765,122.0909256,1996.0,Upper middle income,6589
Lakshmibai National Institute Of Physical Education,26.2203968,78.1932414,1957.0,Lower middle income,12759
Lal Bahadur Shastri Institute Of Management,28.5895671,77.0484903,1995.0,Lower middle income,7138
Lala Lajpat Rai University Of Veterinary And Animal Sciences,29.146813,75.710393,2010.0,Lower middle income,19160
Lalit Naryan Mithila University,26.1609905,85.8958245,1972.0,Lower middle income,964407
Lam University Of Medical Sciences,33.6656309,46.3882676,1986.0,Upper middle income,36383
Lamaddukelleng College Of Law,-4.1824082,120.0371426,2000.0,Upper middle income,6164
Lamar Guadalajara University,20.6773091,-103.3620499,1792.0,Upper middle income,1941112
Lampang Inter-Tech College,18.2618824,99.4621197,2004.0,Upper middle income,12802
Lampang Rajabhat University,18.2340167,99.4874366,1972.0,Upper middle income,60622
Lampung Prasetiya Mandiri College Of Economics,-5.3791943,105.2564287,1980.0,Upper middle income,8592
Lampung University,-5.3641812,105.2428973,1961.0,Upper middle income,157098
Lampung University City,-5.3789826,105.2519565,1984.0,Upper middle income,65928
Lan Makassar College Of Administrative Sciences,-5.1568358,119.4372308,1999.0,Upper middle income,7078
Lanao Educational Institute,7.595876,124.0734315,1986.0,Lower middle income,36519
Lanao Islamic Paramedical College Foundation,8.0015003,124.2883338,2005.0,Lower middle income,22439
Lanao School Of Science And Technology,7.9320717,123.7763888,1998.0,Lower middle income,30098
Lancaster University,54.0103942,-2.7877294,1964.0,High income,81664
Land University.,-6.7661679,39.2154139,1956.0,Lower middle income,12070
Landmark University,8.1239483,5.083383,2011.0,Lower middle income,6201
Landshut University Of Applied Sciences,48.5562293,12.1978003,1978.0,High income,23706
Langfang Normal University,39.5222399,116.6701,1946.0,Upper middle income,73491
Langlangbuana University,-6.931225,107.6153146,1982.0,Upper middle income,38757
Langsa State Islamic Institute,4.4584577,97.9697032,1997.0,Upper middle income,25028
Language University,53.0034373,-2.272053,1949.0,High income,52649
Lania Teaching Centre,19.51971,-96.9154633,1991.0,Upper middle income,10854
Lankaran State University,38.7543588,48.8512589,1991.0,Upper middle income,8688
Lanspiac Studies Centre,20.6788595,-103.3729775,1993.0,Upper middle income,19281
Lanzhou City University,36.095519,103.696114,1958.0,Upper middle income,81585
Lanzhou Institute Of Technology,34.539373,105.68549,1942.0,Upper middle income,62673
Lanzhou Jiaotong University,36.105673,103.724273,1958.0,Upper middle income,68714
Lanzhou University,36.0477699,103.8585624,1909.0,Upper middle income,168284
Lanzhou University Of Arts And Science,36.06559,103.89769,2013.0,Upper middle income,20203
Lanzhou University Of Finance And Economics,36.0465937,103.9170606,1952.0,Upper middle income,57415
Lanzhou University Of Technology,36.0477699,103.8585624,1919.0,Upper middle income,30208
Larbi Ben M'Hidi University Oum-El Bouaghi,35.8780091,7.090309,1983.0,Lower middle income,99575
Larbi Tebessi University Of Tebessa,35.4280891,8.0533943,1992.0,Lower middle income,52777
Lardice Akintola University Of Technology,8.1649695,4.2762626,1990.0,Lower middle income,78702
Larmen The Guia Memorial College,10.339794,123.9531814,2003.0,Lower middle income,22439
Las Navas College.,12.3371163,125.0333778,2005.0,Lower middle income,22439
Las Tunas University Vladimir Ilich Lenin,20.9623882,-76.9294112,1976.0,Upper middle income,22247
Lasalle Benavente University,19.0342958,-98.2034005,1969.0,Upper middle income,15907
Lasalle College Of The Arts,1.3027771,103.8516618,1984.0,High income,12124
Lasallian University Corporation,6.0997439,-75.6387916,1982.0,Upper middle income,22006
"Lasbelaa University Of Agriculture, Water And Marine Sciences",25.8418813,66.6242965,2005.0,Lower middle income,13474
Lasell College,42.3428915,-71.2447648,1851.0,High income,13355
Lashio Technological University,23.0312257,97.773555,1999.0,Lower middle income,9505
Last Buana University Of Yogyakarta,-7.8084458,110.2710226,1986.0,Upper middle income,8025
Latifah Mubarokiyah Institute Of Islamic Studies,43.6677163,-79.4002076,1989.0,Upper middle income,8275
Latin America University,20.672995,-103.3469519,1992.0,Upper middle income,8683
Latin American Autonomous University,6.2514813,-75.5732688,1966.0,Upper middle income,25341
Latin American Biblical University,9.9401207,-84.0296803,1997.0,Upper middle income,8108
Latin American Centre For Human Economics,-34.9083063,-56.189877,1957.0,High income,29189
Latin American Centre Of Orthodontic Studies,19.3699739,-99.1665134,1993.0,Upper middle income,19281
Latin American Faculty Of Education,42.276839,-83.735128,2000.0,Upper middle income,25066
Latin American Faculty Of Social Sciences,19.2986208,-99.2135748,1975.0,Upper middle income,34960
Latin American Faculty Of Social Sciences,-0.1961555,-78.4856163,1975.0,Upper middle income,8014
Latin American Faculty Of Social Sciences,-34.6021779,-58.395111,1974.0,Upper middle income,46217
Latin American Institute Of Computer Science,11.906594,-86.2047537,1991.0,Lower middle income,9871
Latin American Institute Of Educational Communication,35.0879159,-106.622214,1956.0,Upper middle income,40145
Latin American Private Open University,-17.3694878,-66.1602266,1990.0,Lower middle income,14092
Latin American Professional Institute Of Foreign Trade,-33.4373734,-70.6280573,1990.0,High income,30575
"Latin American School Of Engineers,Technologists And Entrepreneurs",25.7113459,-100.3811945,2012.0,Upper middle income,6567
Latin American School Of Medicine,23.0568043,-82.539553,1998.0,Upper middle income,33458
Latin American Scientific University Of Hidalgo,20.0959792,-98.7092476,1987.0,Upper middle income,12790
Latin American Technological Institute,20.058136,-98.7445005,1992.0,Upper middle income,31319
Latin American University,19.3730287,-99.1672056,1976.0,Upper middle income,21006
Latin American University Corporation,10.9948244,-74.7907562,1971.0,Upper middle income,24201
Latin American University Of International Business,8.9916079,-79.5247961,2000.0,High income,20738
Latin American University Of Science And Technology,9.9412577,-84.0774772,1987.0,Upper middle income,21925
Latin University,19.3350769,-99.1552695,1996.0,Upper middle income,10521
Latin University - Heredia,9.9853503,-84.1086646,1986.0,Upper middle income,34838
Latin University Of America,19.6972935,-101.2355381,1991.0,Upper middle income,11705
Latin University Of Costa Rica,9.9330137,-84.0435809,1979.0,Upper middle income,42860
Latin University Of Mexico,20.510641,-100.780886,1975.0,Upper middle income,465316
Latin University Of Panam��,9.0284358,-79.5190313,1989.0,High income,53527
Latina University Institution,4.6318923,-74.061516,1978.0,Upper middle income,23174
Latino University,21.0436091,-89.5581347,1972.0,Upper middle income,15321
Latvia University Of Life Sciences And Technologies,56.6557787,23.7339003,1863.0,High income,52274
Latvian Academy Of Culture,56.9405386,24.1428263,1990.0,High income,10293
Latvian Academy Of Sport Education,56.985555,24.2074374,1921.0,High income,13618
Latvian Christian Academy,56.9800411,23.8592638,1993.0,High income,5294
Laura Arce School Of Educators,25.6699938,-100.3366541,1948.0,Upper middle income,36385
Laurea University Of Applied Sciences,60.2953592,25.0442373,2001.0,High income,29090
Laurens Institute,25.4964382,-100.1929654,1885.0,Upper middle income,38616
Laurentian University - Huntington University,46.4642188,-80.9696173,1960.0,High income,18930
Laval University,46.7817463,-71.2747424,1663.0,High income,385638
Law & Business College Of Hubei University Of Economics,30.417239,114.4281431,2003.0,Upper middle income,28734
Law Institute (Moscow),53.8479644,35.8358541,1991.0,Upper middle income,27629
Lbn Rushd College Of Management Sciences,18.214613,42.522134,1999.0,High income,19123
Le Berger School Of Vocational Education,6.3716786,2.472257,1999.0,Lower middle income,15317
Le Quy Don Technical University,21.0464059,105.7863693,1991.0,Lower middle income,99763
Lead City University,7.3267894,3.8765912,2005.0,Lower middle income,14952
Leading University,24.8693786,91.8049066,2001.0,Lower middle income,10353
Lebanese American University,33.8929146,35.4778469,1924.0,Upper middle income,48157
Lebanese Canadian University,33.9613736,35.6343696,2000.0,Upper middle income,5312
Lebanese German University,34.0033418,35.6492709,1999.0,Upper middle income,8490
Lebanese International University,33.8892183,35.5042823,2001.0,Upper middle income,85761
Lebanese International University Of Mauritania,18.1194198,-15.9668356,2008.0,Lower middle income,9949
Lebanese Red Cross University Institute For Nursing Sciences,33.8331513,35.5420324,2009.0,Upper middle income,5176
Lebanese University,43.7824893,-79.1887005,1951.0,Upper middle income,515571
Lebanese-French University Of Technology And Applied Sciences,34.428621,35.833186,1997.0,Upper middle income,8288
"Lec Graduate University, School Of Accounting",35.7003295,139.7545467,1979.0,High income,8430
Ledalero College Of Philosophy,-8.6659664,122.1848774,1969.0,Upper middle income,9325
Leeds Arts University,53.808845,-1.551577,1846.0,High income,12177
Leeds Beckett University,53.8035274,-1.5480355,1970.0,High income,203702
Leeds Trinity University,53.8482545,-1.6452573,1966.0,High income,17595
Legacy College Of Compostela,7.6701435,126.0875906,1996.0,Lower middle income,25918
Legacy Institute,5.3221982,-4.0185543,2000.0,Lower middle income,9172
