University,latitude,longitude,Foundedin,incomegroup,private01,Number of Student
Kyrgyz-Uzbek University,40.5272225,72.7885139,1994.0,Lower middle income,0.0,70372.0
Kyung Hee Cyber University,37.5948201,127.053091,2001.0,High income,1.0,34945.0
Kyung Hee University,37.2429616,127.0800525,1949.0,High income,1.0,253097.0
Kyungil University,35.9084351,128.8012025,1963.0,High income,1.0,62010.0
Kyungnam University,35.18035,128.553385,1946.0,High income,1.0,164489.0
Kyungpook National University,35.888836,128.6102997,1946.0,High income,0.0,265038.0
Kyungsung University,35.1397716,129.0984966,1955.0,High income,1.0,109338.0
Kyungwoon University,36.1691464,128.4679212,1982.0,High income,1.0,46379.0
Kyushu Institute Of Technology,33.8924451,130.8402662,1907.0,High income,0.0,48297.0
Kyushu Sangyo University,33.6705294,130.4446572,1960.0,High income,1.0,124200.0
La Araucana Professional Institute,-33.6835626,-71.216845,1988.0,High income,1.0,30594.0
La Carlota City College,10.4229404,122.9156911,1966.0,Lower middle income,0.0,59374.0
La Consolacion College - Bacolod,10.6708829,122.9478408,1912.0,Lower middle income,1.0,62428.0
La Consolacion College - Bi��An,14.3265075,121.0777893,1985.0,Lower middle income,1.0,33686.0
La Consolacion College - Caloocan,14.651871,120.972692,1940.0,Lower middle income,1.0,41390.0
La Consolacion College - Iriga City,13.4201987,123.4130502,1949.0,Lower middle income,1.0,40867.0
La Consolacion College - Liloan,10.3998518,124.0002817,1965.0,Lower middle income,1.0,39455.0
La Consolacion College - Manila,14.597243,120.9930466,1956.0,Lower middle income,1.0,40596.0
La Consolacion College - Tanauan,14.085634,121.1534125,1948.0,Lower middle income,1.0,40924.0
La Gran Colombia University,4.62977,-74.06779,1953.0,Upper middle income,1.0,109247.0
La Molina National University Of Agriculture,-12.0817493,-76.9431895,1902.0,Upper middle income,0.0,64045.0
La Rochelle University,46.1476461,-1.1549415,1993.0,High income,0.0,41311.0
La Salle College - Victories,43.6827688,-79.3979788,1980.0,Lower middle income,1.0,35486.0
Lac Hong University,10.9626543,106.7897286,1997.0,Lower middle income,1.0,70033.0
Lacson College,14.5557806,120.9959435,1938.0,Lower middle income,1.0,41510.0
Lady Of Pe��Afrancia College,14.123181,122.9634033,1983.0,Lower middle income,1.0,30665.0
Lagos State University,6.4696511,3.2008727,1983.0,Lower middle income,0.0,166411.0
Lagrange Institute Of Higher Studies,19.4150544,-99.1804805,1987.0,Upper middle income,1.0,32346.0
Laguna College,14.0724952,121.3261566,1923.0,Lower middle income,1.0,42406.0
Laguna College Of Business And Arts,14.210664,121.162031,1930.0,Lower middle income,1.0,48663.0
Laguna Northwestern College,14.3668946,121.0531612,1978.0,Lower middle income,1.0,35563.0
Laguna Santiago Educational Foundation,14.2835795,121.4142415,1947.0,Lower middle income,1.0,40984.0
Laguna Science And Technology College,14.3368902,121.0761274,1984.0,Lower middle income,1.0,33716.0
Laguna University,14.257008,121.405192,2006.0,Lower middle income,0.0,31608.0
Lakehead University,48.420957,-89.2621479,1946.0,High income,0.0,72219.0
Lalit Naryan Mithila University,26.1609905,85.8958245,1972.0,Lower middle income,0.0,964407.0
Lam University Of Medical Sciences,33.6656309,46.3882676,1986.0,Upper middle income,0.0,36383.0
Lamar Guadalajara University,20.6773091,-103.3620499,1792.0,Upper middle income,1.0,1941112.0
Lampang Rajabhat University,18.2340167,99.4874366,1972.0,Upper middle income,0.0,60622.0
Lampung University,-5.3641812,105.2428973,1961.0,Upper middle income,0.0,157098.0
Lampung University City,-5.3789826,105.2519565,1984.0,Upper middle income,1.0,65928.0
Lanao Educational Institute,7.595876,124.0734315,1986.0,Lower middle income,1.0,36519.0
Lanao School Of Science And Technology,7.9320717,123.7763888,1998.0,Lower middle income,1.0,30098.0
Lancaster University,54.0103942,-2.7877294,1964.0,High income,0.0,81664.0
Langfang Normal University,39.5222399,116.6701,1946.0,Upper middle income,0.0,73491.0
Langlangbuana University,-6.931225,107.6153146,1982.0,Upper middle income,1.0,38757.0
Language University,53.0034373,-2.272053,1949.0,High income,0.0,52649.0
Lanzhou City University,36.095519,103.696114,1958.0,Upper middle income,0.0,81585.0
Lanzhou Institute Of Technology,34.539373,105.68549,1942.0,Upper middle income,0.0,62673.0
Lanzhou Jiaotong University,36.105673,103.724273,1958.0,Upper middle income,0.0,68714.0
Lanzhou University,36.0477699,103.8585624,1909.0,Upper middle income,0.0,168284.0
Lanzhou University Of Finance And Economics,36.0465937,103.9170606,1952.0,Upper middle income,0.0,57415.0
Lanzhou University Of Technology,36.0477699,103.8585624,1919.0,Upper middle income,0.0,30208.0
Larbi Ben M'Hidi University Oum-El Bouaghi,35.8780091,7.090309,1983.0,Lower middle income,0.0,99575.0
Larbi Tebessi University Of Tebessa,35.4280891,8.0533943,1992.0,Lower middle income,0.0,52777.0
Lardice Akintola University Of Technology,8.1649695,4.2762626,1990.0,Lower middle income,0.0,78702.0
Latin American Faculty Of Social Sciences,19.2986208,-99.2135748,1975.0,Upper middle income,0.0,34960.0
Latin American Faculty Of Social Sciences,-34.6021779,-58.395111,1974.0,Upper middle income,0.0,46217.0
Latin American Institute Of Educational Communication,35.0879159,-106.622214,1956.0,Upper middle income,0.0,40145.0
Latin American Professional Institute Of Foreign Trade,-33.4373734,-70.6280573,1990.0,High income,1.0,30575.0
Latin American School Of Medicine,23.0568043,-82.539553,1998.0,Upper middle income,0.0,33458.0
Latin American Technological Institute,20.058136,-98.7445005,1992.0,Upper middle income,1.0,31319.0
Latin University - Heredia,9.9853503,-84.1086646,1986.0,Upper middle income,1.0,34838.0
Latin University Of Costa Rica,9.9330137,-84.0435809,1979.0,Upper middle income,1.0,42860.0
Latin University Of Mexico,20.510641,-100.780886,1975.0,Upper middle income,1.0,465316.0
Latin University Of Panam��,9.0284358,-79.5190313,1989.0,High income,1.0,53527.0
Latvia University Of Life Sciences And Technologies,56.6557787,23.7339003,1863.0,High income,0.0,52274.0
Laura Arce School Of Educators,25.6699938,-100.3366541,1948.0,Upper middle income,1.0,36385.0
Laurens Institute,25.4964382,-100.1929654,1885.0,Upper middle income,1.0,38616.0
Laval University,46.7817463,-71.2747424,1663.0,High income,0.0,385638.0
Le Quy Don Technical University,21.0464059,105.7863693,1991.0,Lower middle income,0.0,99763.0
Lebanese American University,33.8929146,35.4778469,1924.0,Upper middle income,1.0,48157.0
Lebanese International University,33.8892183,35.5042823,2001.0,Upper middle income,1.0,85761.0
Lebanese University,43.7824893,-79.1887005,1951.0,Upper middle income,0.0,515571.0
Leeds Beckett University,53.8035274,-1.5480355,1970.0,High income,0.0,203702.0
Lehigh University,40.6048687,-75.3775187,1865.0,High income,1.0,78955.0
Leiden University,52.1571485,4.485209,1575.0,High income,0.0,213781.0
Leipzig University Of Applied Sciences,51.314197,12.3729862,1992.0,High income,0.0,32905.0
Leningrad State University Named After A.S. Pushkin,59.7395145,30.3888066,1992.0,Upper middle income,0.0,93502.0
Leon Guinto Memorial College,14.0005636,121.9209869,1971.0,Lower middle income,1.0,37337.0
Leonardo Bravo Institute,19.435312,-99.1566017,1961.0,Upper middle income,1.0,35766.0
Leshan Normal University,29.555885,103.751747,1978.0,Upper middle income,0.0,77020.0
Lesley University,42.3801793,-71.1173636,1909.0,High income,1.0,30494.0
Lesya Ukrainka Eastern European National University,50.7470263,25.3309965,1940.0,Lower middle income,0.0,33835.0
Lethbridge College,49.662341,-112.8089648,1957.0,High income,0.0,31652.0
Leuphana University Of L��Neburg,53.2289539,10.4013612,1946.0,High income,0.0,52672.0
Lewis University,41.6050295,-88.0805608,1932.0,High income,1.0,51566.0
Lewis-Clark State College,46.4116044,-117.0256654,1893.0,High income,0.0,44125.0
Leyte Normal University,11.2381879,125.001328,1921.0,Lower middle income,0.0,60183.0
Liaocheng Universityity,36.427729,115.995122,1974.0,Upper middle income,0.0,164500.0
Liaoning Communication University,41.923557,123.41692,1991.0,Upper middle income,1.0,31650.0
Liaoning Normal University,38.926091,121.482732,1951.0,Upper middle income,0.0,98261.0
Liaoning Technical University,42.0246381,121.6655931,1949.0,Upper middle income,0.0,148017.0
Liaoning University,38.926091,121.482732,1948.0,Upper middle income,0.0,131466.0
Liaoning University Of International Business And Economics,38.817066,121.157869,1964.0,Upper middle income,1.0,42130.0
Liaoning University Of Petroleum And Chemical Technology,41.856358,123.791387,1950.0,Upper middle income,0.0,174846.0
Liaoning University Of Technology,41.1492796,121.1226305,1951.0,Upper middle income,0.0,126092.0
Liaoning University Of Traditional Chinese Medicine,41.831508,123.433675,1958.0,Upper middle income,0.0,73548.0
Libacao College Of Science And Technology,11.482,122.304001,2003.0,Lower middle income,0.0,38232.0
Liberator Of The Andes Professional Institute,-32.8344479,-70.5962989,1981.0,High income,1.0,31704.0
Libertador Experimental University Of Education,10.5149637,-66.9397444,1983.0,Upper middle income,0.0,331344.0
Libertador Experimental University Of Education - Gervasio Rubio Rural Pedagogical Institute,7.6423265,-72.3735553,1952.0,Upper middle income,0.0,50138.0
Libertador Experimental University Of Education - Institute For The Professional Upgrading Of Teachers,10.0508443,-69.3579124,1938.0,Upper middle income,0.0,50601.0
Libertador Experimental University Of Education - Pedagogical Institute Of Caracas,10.5080971,-66.9476034,1936.0,Upper middle income,0.0,34556.0
Libertas Integrated Faculties,-20.921308,-46.977413,1970.0,Upper middle income,1.0,35396.0
Lic. Jes��S Rojas Villavicencio Law School,17.8044971,-97.7771466,1998.0,Upper middle income,1.0,30066.0
Liceo De Cagayan University,8.4860292,124.6391727,1955.0,Lower middle income,1.0,146452.0
Liepaja University,56.50883,21.0103437,1954.0,High income,0.0,46154.0
Like Foundation College.,7.378229,124.2658622,1989.0,Lower middle income,1.0,31385.0
Limay Polytechnic College,14.5647939,120.5960339,1999.0,Lower middle income,0.0,43540.0
Limerick Institute Of Technology,52.67553,-8.6475242,1852.0,High income,0.0,47604.0
Limkokwing University Of Creative Technology,2.94,101.6627778,1988.0,Upper middle income,1.0,134466.0
Lincoln University,-43.6451128,172.4640507,1878.0,High income,0.0,31653.0
Lingnan Normal University,21.274924,110.351576,1636.0,Upper middle income,0.0,339533.0
Link��Ping University.,58.3978364,15.5760072,1967.0,High income,0.0,100302.0
Linyi University,35.124632,118.288071,1941.0,Upper middle income,0.0,455863.0
Lipa City Colleges,13.9406893,121.1643847,1947.0,Lower middle income,1.0,40984.0
Lipa City Public College,13.9409158,121.1553512,1994.0,Lower middle income,0.0,47637.0
Lipa Room,13.9415698,121.147731,1962.0,Lower middle income,1.0,31884.0
Lipeck State Pedagogical University,52.6177452,39.6169192,1949.0,Upper middle income,0.0,44232.0
Lipeck State Technical University,52.6101679,39.5977399,1956.0,Upper middle income,0.0,70338.0
Lisandro Alvarado Central Western University,10.067504,-69.299891,1962.0,Upper middle income,0.0,100706.0
Lishui University,28.457037,119.901428,1902.0,Upper middle income,0.0,65732.0
Literature Institute Named After A.M. Gorky,55.7627653,37.6019366,1933.0,Upper middle income,0.0,42353.0
Liupanshui Normal University,26.578788,104.820542,1978.0,Upper middle income,0.0,52026.0
Liverpool Hope University,53.3908007,-2.8922988,1844.0,High income,0.0,83136.0
Liverpool John Moores University,53.4036596,-2.9730806,1825.0,High income,0.0,224096.0
Liverpool Training Institute,19.4340945,-99.1904055,2000.0,Upper middle income,1.0,30039.0
Lodz University Of Technology,51.7537146,19.4517176,1945.0,High income,0.0,160826.0
Loei Rajabhat University,17.5401742,101.7202848,1973.0,Upper middle income,0.0,60565.0
Logos Theological Faculty Of Humanities And Social Sciences,-23.5447691,-46.58732,1983.0,Upper middle income,1.0,31595.0
London Business School - University Of London,51.5261617,-0.1607485,1964.0,High income,0.0,226195.0
London School Of Economics And Political Science - University Of London,51.5144388,-0.1164513,1895.0,High income,0.0,89979.0
London South Bank University,51.4978153,-0.1011675,1892.0,High income,0.0,195897.0
Longdong University,35.7362742,107.6674851,1978.0,Upper middle income,0.0,63163.0
Longyan University,25.03291,117.019619,1958.0,Upper middle income,0.0,45837.0
Lorestan University,33.4796455,48.4217993,1977.0,Upper middle income,0.0,72919.0
Lorma Colleks,16.6324911,120.3180599,1970.0,Lower middle income,1.0,38479.0
Loughborough University,52.7650253,-1.2320904,1909.0,High income,0.0,112347.0
Louisiana State University - Alexandria,31.178112,-92.4143367,1959.0,High income,0.0,31446.0
Louisiana State University - Shreveport,32.4284824,-93.7034604,1965.0,High income,0.0,49887.0
Louisiana State University And Agricultural And Mechanical College,30.4132579,-91.1800023,1853.0,High income,0.0,363368.0
Louisiana Tech University,32.5282644,-92.6499298,1894.0,High income,0.0,141931.0
Lourdes College,8.4815496,124.6436886,1928.0,Lower middle income,1.0,42106.0
Lourdes College Of Bulacan,14.8683404,120.9547244,1974.0,Lower middle income,1.0,37204.0
Louvre School,48.8467972,2.3419445,1882.0,High income,0.0,61342.0
Lovely Professional University,31.255992,75.7051435,2001.0,Lower middle income,1.0,108939.0
Lower Isarog Exponent Foundation,13.6078025,123.4799059,1995.0,Lower middle income,1.0,30572.0
Loyola Marymount University,33.9691953,-118.4188984,1911.0,High income,1.0,85371.0
Loyola University Maryland,39.3476737,-76.6172375,1852.0,High income,1.0,48833.0
Loyola University New Orleans,29.9346582,-90.1209925,1912.0,High income,1.0,63337.0
Loyola University Of Chicago,41.8973525,-87.6265291,1870.0,High income,1.0,206638.0
Lublin University Of Technology,51.2350835,22.5493706,1953.0,High income,0.0,62822.0
Lucian Blaga University Of Sibiu,45.7906228,24.1451866,1976.0,High income,0.0,62171.0
Ludong University,37.517142,121.358532,1930.0,Upper middle income,0.0,113913.0
Ludovico Silva Territorial Polytechnic University Of North Monagas,10.1117547,-63.1084137,2012.0,Upper middle income,0.0,32732.0
Ludwig Maximilian University Of Munich,48.1504827,11.5802362,1472.0,High income,0.0,576466.0
Lugansk National Agrarian University,49.2812214,38.9034839,1921.0,Lower middle income,0.0,35014.0
Lugansk State Medical University,49.03934,38.359211,1956.0,Lower middle income,0.0,31725.0
Lugansk Taras Shevchenko National University,49.2815663,38.9047766,1923.0,Lower middle income,0.0,208904.0
Luis Amigo University Foundation,6.2593518,-75.5837306,1984.0,Upper middle income,1.0,73731.0
Luis Hidalgo Monroy Centre For Higher Studies In Rural Education,21.2940128,-98.3212383,1975.0,Upper middle income,0.0,38344.0
Lule�� University Of Technology,65.6179964,22.1401794,1971.0,High income,0.0,90684.0
Luliang University,37.526208,111.166144,1984.0,Upper middle income,0.0,63409.0
Lumajang University,-8.1217903,113.2337918,1983.0,Upper middle income,1.0,233000.0
Lums University,41.903211,12.4627837,1939.0,High income,1.0,41779.0
Luna Coco Colleges,13.4000435,121.1703989,1987.0,Lower middle income,1.0,31429.0
Luna Colleges.,16.029047,120.7412567,1935.0,Lower middle income,1.0,41687.0
Lund University.,55.7119483,13.203493,1666.0,High income,0.0,86196.0
Luoyang Institute Of Science And Technology,34.613868,112.423769,1980.0,Upper middle income,0.0,41129.0
Luoyang Normal University,34.6553721,112.4756995,1916.0,Upper middle income,0.0,110237.0
Lusiada University Of Lisbon,38.6979273,-9.1919787,1986.0,High income,1.0,122804.0
Lusophone University Of Humanities And Technologies,38.7580243,-9.153116,1987.0,High income,1.0,60309.0
Lus��Ada University Center,-23.9631755,-46.3252649,1966.0,Upper middle income,1.0,35562.0
Lut University,61.0649965,28.0943386,1969.0,High income,0.0,31226.0
Lutheran University Of Brazil,-29.8896261,-51.1534118,1964.0,Upper middle income,1.0,235114.0
Lutsk National Technical University,50.7258788,25.2962111,1966.0,Lower middle income,0.0,30888.0
Lu��S Mariano Rivera Territorial Polytechnic University Of Paria,10.6264398,-63.2531599,1973.0,Upper middle income,0.0,77303.0
Lviv National Academy Of Arts,49.8250407,24.038598,1946.0,Lower middle income,0.0,32252.0
Lviv National Agrarian University,49.8976699,24.091686,1856.0,Lower middle income,0.0,91021.0
Lviv National University Of Veterinary Medicine And Biotechnology Named After S.Z.Gztskyy,49.83694,24.04271,1454.0,Lower middle income,0.0,44386.0
